id_queen,nome,colocacao,episodio,wins,highs,safe,low,bttm,elim,cidade,num_conf
77,"Ginger Minj",2,1,0,0,1,0,0,0,NULL,NULL
77,"Ginger Minj",2,2,1,0,1,0,0,0,NULL,NULL
77,"Ginger Minj",2,3,1,1,1,0,0,0,NULL,NULL
77,"Ginger Minj",2,4,1,1,2,0,0,0,NULL,NULL
77,"Ginger Minj",2,5,1,1,3,0,0,0,NULL,NULL
77,"Ginger Minj",2,6,1,2,3,0,0,0,NULL,NULL
77,"Ginger Minj",2,7,2,2,3,0,0,0,NULL,NULL
77,"Ginger Minj",2,8,2,2,3,0,1,0,NULL,NULL
77,"Ginger Minj",2,9,3,2,3,0,1,0,NULL,NULL
77,"Ginger Minj",2,10,3,2,3,0,2,0,NULL,NULL
77,"Ginger Minj",2,11,3,3,3,0,2,0,NULL,NULL
77,"Ginger Minj",2,12,3,3,4,0,2,0,NULL,NULL
77,"Ginger Minj",2,13,3,3,4,0,2,0,NULL,NULL
77,"Ginger Minj",2,14,3,3,4,0,2,0,NULL,NULL
77,"Ginger Minj",2,15,3,3,4,0,2,0,NULL,NULL
78,Pearl,2,1,0,0,1,0,0,0,NULL,NULL
78,Pearl,2,2,0,0,2,0,0,0,NULL,NULL
78,Pearl,2,3,0,0,2,1,0,0,NULL,NULL
78,Pearl,2,4,0,0,2,1,1,0,NULL,NULL
78,Pearl,2,5,1,0,2,1,1,0,NULL,NULL
78,Pearl,2,6,1,0,3,1,1,0,NULL,NULL
78,Pearl,2,7,1,0,4,1,1,0,NULL,NULL
78,Pearl,2,8,2,0,4,1,1,0,NULL,NULL
78,Pearl,2,9,2,0,4,1,2,0,NULL,NULL
78,Pearl,2,10,2,0,5,1,2,0,NULL,NULL
78,Pearl,2,11,2,1,5,1,2,0,NULL,NULL
78,Pearl,2,12,2,1,6,1,2,0,NULL,NULL
78,Pearl,2,13,2,1,6,1,2,0,NULL,NULL
78,Pearl,2,14,2,1,6,1,2,0,NULL,NULL
78,Pearl,2,15,2,1,6,1,2,0,NULL,NULL
79,"Kennedy Davenport",4,1,0,1,0,0,0,0,NULL,NULL
79,"Kennedy Davenport",4,2,0,1,1,0,0,0,NULL,NULL
79,"Kennedy Davenport",4,3,0,1,1,0,1,0,NULL,NULL
79,"Kennedy Davenport",4,4,1,1,1,0,1,0,NULL,NULL
79,"Kennedy Davenport",4,5,1,2,1,0,1,0,NULL,NULL
79,"Kennedy Davenport",4,6,1,3,1,0,1,0,NULL,NULL
79,"Kennedy Davenport",4,7,2,3,1,0,1,0,NULL,NULL
79,"Kennedy Davenport",4,8,2,3,2,0,1,0,NULL,NULL
79,"Kennedy Davenport",4,9,2,4,2,0,1,0,NULL,NULL
79,"Kennedy Davenport",4,10,2,4,3,0,1,0,NULL,NULL
79,"Kennedy Davenport",4,11,2,4,3,0,2,0,NULL,NULL
79,"Kennedy Davenport",4,12,2,4,3,0,2,1,NULL,NULL
79,"Kennedy Davenport",4,13,2,4,3,0,2,1,NULL,NULL
79,"Kennedy Davenport",4,14,2,4,3,0,2,1,NULL,NULL
79,"Kennedy Davenport",4,15,2,4,3,0,2,1,NULL,NULL
80,Katya,5,1,0,0,1,0,0,0,NULL,NULL
80,Katya,5,2,0,0,1,0,1,0,NULL,NULL
80,Katya,5,3,0,0,2,0,1,0,NULL,NULL
80,Katya,5,4,0,1,2,0,1,0,NULL,NULL
80,Katya,5,5,0,1,3,0,1,0,NULL,NULL
80,Katya,5,6,1,1,3,0,1,0,NULL,NULL
80,Katya,5,7,1,2,3,0,1,0,NULL,NULL
80,Katya,5,8,1,3,3,0,1,0,NULL,NULL
80,Katya,5,9,1,4,3,0,1,0,NULL,NULL
80,Katya,5,10,2,4,3,0,1,0,NULL,NULL
80,Katya,5,11,2,4,3,0,1,1,NULL,NULL
80,Katya,5,12,2,4,3,0,1,1,NULL,NULL
80,Katya,5,13,2,4,3,0,1,1,NULL,NULL
80,Katya,5,14,2,4,3,0,1,1,NULL,NULL
80,Katya,5,15,2,4,3,0,1,1,NULL,NULL
81,"Trixie Mattel",6,1,0,0,1,0,0,0,NULL,NULL
81,"Trixie Mattel",6,2,0,0,2,0,0,0,NULL,NULL
81,"Trixie Mattel",6,3,0,1,2,0,0,0,NULL,NULL
81,"Trixie Mattel",6,4,0,1,2,0,0,1,NULL,NULL
81,"Trixie Mattel",6,5,0,1,2,0,0,1,NULL,NULL
81,"Trixie Mattel",6,6,0,1,2,0,0,1,NULL,NULL
81,"Trixie Mattel",6,7,0,1,2,0,0,1,NULL,NULL
81,"Trixie Mattel",6,8,0,1,2,0,0,1,NULL,NULL
81,"Trixie Mattel",6,9,0,1,3,0,0,1,NULL,NULL
81,"Trixie Mattel",6,10,0,1,3,0,0,2,NULL,NULL
81,"Trixie Mattel",6,11,0,1,3,0,0,2,NULL,NULL
81,"Trixie Mattel",6,12,0,1,3,0,0,2,NULL,NULL
81,"Trixie Mattel",6,13,0,1,3,0,0,2,NULL,NULL
81,"Trixie Mattel",6,14,0,1,3,0,0,2,NULL,NULL
81,"Trixie Mattel",6,15,0,1,3,0,0,2,NULL,NULL
82,"Miss Fame",7,1,0,1,0,0,0,0,NULL,NULL
82,"Miss Fame",7,2,0,1,0,1,0,0,NULL,NULL
82,"Miss Fame",7,3,0,2,0,1,0,0,NULL,NULL
82,"Miss Fame",7,4,0,2,1,1,0,0,NULL,NULL
82,"Miss Fame",7,5,0,2,2,1,0,0,NULL,NULL
82,"Miss Fame",7,6,0,2,2,2,0,0,NULL,NULL
82,"Miss Fame",7,7,0,2,2,3,0,0,NULL,NULL
82,"Miss Fame",7,8,0,2,2,4,0,0,NULL,NULL
82,"Miss Fame",7,9,0,2,2,4,0,1,NULL,NULL
82,"Miss Fame",7,10,0,2,2,4,0,1,NULL,NULL
82,"Miss Fame",7,11,0,2,2,4,0,1,NULL,NULL
82,"Miss Fame",7,12,0,2,2,4,0,1,NULL,NULL
82,"Miss Fame",7,13,0,2,2,4,0,1,NULL,NULL
82,"Miss Fame",7,14,0,2,2,4,0,1,NULL,NULL
82,"Miss Fame",7,15,0,2,2,4,0,1,NULL,NULL
83,"Jaidynn Diore Fierce",8,1,0,0,1,0,0,0,NULL,NULL
83,"Jaidynn Diore Fierce",8,2,0,0,2,0,0,0,NULL,NULL
83,"Jaidynn Diore Fierce",8,3,0,1,2,0,0,0,NULL,NULL
83,"Jaidynn Diore Fierce",8,4,0,2,2,0,0,0,NULL,NULL
83,"Jaidynn Diore Fierce",8,5,0,3,2,0,0,0,NULL,NULL
83,"Jaidynn Diore Fierce",8,6,0,3,2,0,1,0,NULL,NULL
83,"Jaidynn Diore Fierce",8,7,0,3,2,0,2,0,NULL,NULL
83,"Jaidynn Diore Fierce",8,8,0,3,2,0,2,1,NULL,NULL
83,"Jaidynn Diore Fierce",8,9,0,3,2,0,2,1,NULL,NULL
83,"Jaidynn Diore Fierce",8,10,0,3,2,0,2,1,NULL,NULL
83,"Jaidynn Diore Fierce",8,11,0,3,2,0,2,1,NULL,NULL
83,"Jaidynn Diore Fierce",8,12,0,3,2,0,2,1,NULL,NULL
83,"Jaidynn Diore Fierce",8,13,0,3,2,0,2,1,NULL,NULL
83,"Jaidynn Diore Fierce",8,14,0,3,2,0,2,1,NULL,NULL
83,"Jaidynn Diore Fierce",8,15,0,3,2,0,2,1,NULL,NULL
84,Max,9,1,0,0,1,0,0,0,NULL,NULL
84,Max,9,2,0,0,2,0,0,0,NULL,NULL
84,Max,9,3,1,0,2,0,0,0,NULL,NULL
84,Max,9,4,1,0,3,0,0,0,NULL,NULL
84,Max,9,5,2,0,3,0,0,0,NULL,NULL
84,Max,9,6,2,0,4,0,0,0,NULL,NULL
84,Max,9,7,2,0,4,0,0,1,NULL,NULL
84,Max,9,8,2,0,4,0,0,1,NULL,NULL
84,Max,9,9,2,0,4,0,0,1,NULL,NULL
84,Max,9,10,2,0,4,0,0,1,NULL,NULL
84,Max,9,11,2,0,4,0,0,1,NULL,NULL
84,Max,9,12,2,0,4,0,0,1,NULL,NULL
84,Max,9,13,2,0,4,0,0,1,NULL,NULL
84,Max,9,14,2,0,4,0,0,1,NULL,NULL
84,Max,9,15,2,0,4,0,0,1,NULL,NULL
85,"Kandy Ho",10,1,0,0,0,0,1,0,NULL,NULL
85,"Kandy Ho",10,2,0,0,1,0,1,0,NULL,NULL
85,"Kandy Ho",10,3,0,0,2,0,1,0,NULL,NULL
85,"Kandy Ho",10,4,0,0,2,1,1,0,NULL,NULL
85,"Kandy Ho",10,5,0,0,2,1,2,0,NULL,NULL
85,"Kandy Ho",10,6,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,7,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,8,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,9,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,10,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,11,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,12,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,13,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,14,0,0,2,1,2,1,NULL,NULL
85,"Kandy Ho",10,15,0,0,2,1,2,1,NULL,NULL
86,"Mrs. Kasha Davis",11,1,0,0,1,0,0,0,NULL,NULL
86,"Mrs. Kasha Davis",11,2,0,1,1,0,0,0,NULL,NULL
86,"Mrs. Kasha Davis",11,3,0,2,1,0,0,0,NULL,NULL
86,"Mrs. Kasha Davis",11,4,0,2,2,0,0,0,NULL,NULL
86,"Mrs. Kasha Davis",11,5,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,6,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,7,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,8,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,9,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,10,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,11,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,12,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,13,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,14,0,2,2,0,0,1,NULL,NULL
86,"Mrs. Kasha Davis",11,15,0,2,2,0,0,1,NULL,NULL
87,"Jasmine Masters",12,1,0,0,0,1,0,0,NULL,NULL
87,"Jasmine Masters",12,2,0,0,1,1,0,0,NULL,NULL
87,"Jasmine Masters",12,3,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,4,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,5,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,6,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,7,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,8,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,9,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,10,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,11,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,12,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,13,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,14,0,0,1,1,0,1,NULL,NULL
87,"Jasmine Masters",12,15,0,0,1,1,0,1,NULL,NULL
88,"Sasha Belle",13,1,0,0,0,1,0,0,NULL,NULL
88,"Sasha Belle",13,2,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,3,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,4,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,5,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,6,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,7,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,8,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,9,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,10,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,11,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,12,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,13,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,14,0,0,0,1,0,1,NULL,NULL
88,"Sasha Belle",13,15,0,0,0,1,0,1,NULL,NULL
89,"Tempest DuJour",14,1,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,2,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,3,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,4,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,5,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,6,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,7,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,8,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,9,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,10,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,11,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,12,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,13,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,14,0,0,0,0,0,1,NULL,NULL
89,"Tempest DuJour",14,15,0,0,0,0,0,1,NULL,NULL
90,"Bob the Drag Queen",1,1,0,0,1,0,0,0,NULL,NULL
90,"Bob the Drag Queen",1,2,0,0,2,0,0,0,NULL,NULL
90,"Bob the Drag Queen",1,3,1,0,2,0,0,0,NULL,NULL
90,"Bob the Drag Queen",1,4,1,0,3,0,0,0,NULL,NULL
90,"Bob the Drag Queen",1,5,2,0,3,0,0,0,NULL,NULL
90,"Bob the Drag Queen",1,6,2,0,4,0,0,0,NULL,NULL
90,"Bob the Drag Queen",1,7,3,0,4,0,0,0,NULL,NULL
90,"Bob the Drag Queen",1,8,3,0,4,0,1,0,NULL,NULL
90,"Bob the Drag Queen",1,9,3,0,5,0,1,0,NULL,NULL
90,"Bob the Drag Queen",1,10,3,0,5,0,1,0,NULL,NULL
90,"Bob the Drag Queen",1,11,3,0,5,0,1,0,NULL,NULL
90,"Bob the Drag Queen",1,12,3,0,5,0,1,0,NULL,NULL
90,"Bob the Drag Queen",1,13,3,0,5,0,1,0,NULL,NULL
90,"Bob the Drag Queen",1,14,3,0,5,0,1,0,NULL,NULL
90,"Bob the Drag Queen",1,15,3,0,5,0,1,0,NULL,NULL
91,"Kim Chi",2,1,1,0,0,0,0,0,NULL,NULL
91,"Kim Chi",2,2,1,0,0,1,0,0,NULL,NULL
91,"Kim Chi",2,3,1,0,1,1,0,0,NULL,NULL
91,"Kim Chi",2,4,1,1,1,1,0,0,NULL,NULL
91,"Kim Chi",2,5,1,1,2,1,0,0,NULL,NULL
91,"Kim Chi",2,6,1,2,2,1,0,0,NULL,NULL
91,"Kim Chi",2,7,1,2,2,2,0,0,NULL,NULL
91,"Kim Chi",2,8,2,2,2,2,0,0,NULL,NULL
91,"Kim Chi",2,9,2,2,3,2,0,0,NULL,NULL
91,"Kim Chi",2,10,2,2,3,2,0,0,NULL,NULL
91,"Kim Chi",2,11,2,2,3,2,0,0,NULL,NULL
91,"Kim Chi",2,12,2,2,3,2,0,0,NULL,NULL
91,"Kim Chi",2,13,2,2,3,2,0,0,NULL,NULL
91,"Kim Chi",2,14,2,2,3,2,0,0,NULL,NULL
91,"Kim Chi",2,15,2,2,3,2,0,0,NULL,NULL
92,"Naomi Smalls",2,1,0,0,0,1,0,0,NULL,NULL
92,"Naomi Smalls",2,2,0,0,1,1,0,0,NULL,NULL
92,"Naomi Smalls",2,3,0,0,2,1,0,0,NULL,NULL
92,"Naomi Smalls",2,4,0,1,2,1,0,0,NULL,NULL
92,"Naomi Smalls",2,5,0,1,2,1,1,0,NULL,NULL
92,"Naomi Smalls",2,6,1,1,2,1,1,0,NULL,NULL
92,"Naomi Smalls",2,7,1,2,2,1,1,0,NULL,NULL
92,"Naomi Smalls",2,8,1,3,2,1,1,0,NULL,NULL
92,"Naomi Smalls",2,9,1,3,3,1,1,0,NULL,NULL
92,"Naomi Smalls",2,10,1,3,3,1,1,0,NULL,NULL
92,"Naomi Smalls",2,11,1,3,3,1,1,0,NULL,NULL
92,"Naomi Smalls",2,12,1,3,3,1,1,0,NULL,NULL
92,"Naomi Smalls",2,13,1,3,3,1,1,0,NULL,NULL
92,"Naomi Smalls",2,14,1,3,3,1,1,0,NULL,NULL
92,"Naomi Smalls",2,15,1,3,3,1,1,0,NULL,NULL
93,"Chi Chi DeVayne",4,1,0,0,1,0,0,0,NULL,NULL
93,"Chi Chi DeVayne",4,2,1,0,1,0,0,0,NULL,NULL
93,"Chi Chi DeVayne",4,3,1,0,2,0,0,0,NULL,NULL
93,"Chi Chi DeVayne",4,4,1,0,2,0,1,0,NULL,NULL
93,"Chi Chi DeVayne",4,5,1,0,3,0,1,0,NULL,NULL
93,"Chi Chi DeVayne",4,6,1,0,3,1,1,0,NULL,NULL
93,"Chi Chi DeVayne",4,7,1,0,3,1,2,0,NULL,NULL
93,"Chi Chi DeVayne",4,8,1,1,3,1,2,0,NULL,NULL
93,"Chi Chi DeVayne",4,9,1,1,3,1,2,1,NULL,NULL
93,"Chi Chi DeVayne",4,10,1,1,3,1,2,1,NULL,NULL
93,"Chi Chi DeVayne",4,11,1,1,3,1,2,1,NULL,NULL
93,"Chi Chi DeVayne",4,12,1,1,3,1,2,1,NULL,NULL
93,"Chi Chi DeVayne",4,13,1,1,3,1,2,1,NULL,NULL
93,"Chi Chi DeVayne",4,14,1,1,3,1,2,1,NULL,NULL
93,"Chi Chi DeVayne",4,15,1,1,3,1,2,1,NULL,NULL
94,"Derrick Barry",5,1,0,1,0,0,0,0,NULL,NULL
94,"Derrick Barry",5,2,0,1,1,0,0,0,NULL,NULL
94,"Derrick Barry",5,3,0,1,1,1,0,0,NULL,NULL
94,"Derrick Barry",5,4,0,1,1,2,0,0,NULL,NULL
94,"Derrick Barry",5,5,0,2,1,2,0,0,NULL,NULL
94,"Derrick Barry",5,6,0,2,1,2,1,0,NULL,NULL
94,"Derrick Barry",5,7,1,2,1,2,1,0,NULL,NULL
94,"Derrick Barry",5,8,1,2,1,2,1,1,NULL,NULL
94,"Derrick Barry",5,9,1,2,1,2,1,1,NULL,NULL
94,"Derrick Barry",5,10,1,2,1,2,1,1,NULL,NULL
94,"Derrick Barry",5,11,1,2,1,2,1,1,NULL,NULL
94,"Derrick Barry",5,12,1,2,1,2,1,1,NULL,NULL
94,"Derrick Barry",5,13,1,2,1,2,1,1,NULL,NULL
94,"Derrick Barry",5,14,1,2,1,2,1,1,NULL,NULL
94,"Derrick Barry",5,15,1,2,1,2,1,1,NULL,NULL
95,"Thorgy Thor",6,1,0,0,1,0,0,0,NULL,NULL
95,"Thorgy Thor",6,2,0,1,1,0,0,0,NULL,NULL
95,"Thorgy Thor",6,3,0,2,1,0,0,0,NULL,NULL
95,"Thorgy Thor",6,4,0,2,2,0,0,0,NULL,NULL
95,"Thorgy Thor",6,5,0,3,2,0,0,0,NULL,NULL
95,"Thorgy Thor",6,6,0,3,3,0,0,0,NULL,NULL
95,"Thorgy Thor",6,7,0,3,3,0,0,1,NULL,NULL
95,"Thorgy Thor",6,8,0,3,3,0,0,1,NULL,NULL
95,"Thorgy Thor",6,9,0,3,3,0,0,1,NULL,NULL
95,"Thorgy Thor",6,10,0,3,3,0,0,1,NULL,NULL
95,"Thorgy Thor",6,11,0,3,3,0,0,1,NULL,NULL
95,"Thorgy Thor",6,12,0,3,3,0,0,1,NULL,NULL
95,"Thorgy Thor",6,13,0,3,3,0,0,1,NULL,NULL
95,"Thorgy Thor",6,14,0,3,3,0,0,1,NULL,NULL
95,"Thorgy Thor",6,15,0,3,3,0,0,1,NULL,NULL
96,"Robbie Turner",7,1,0,0,0,1,0,0,NULL,NULL
96,"Robbie Turner",7,2,0,0,1,1,0,0,NULL,NULL
96,"Robbie Turner",7,3,0,0,1,1,1,0,NULL,NULL
96,"Robbie Turner",7,4,1,0,1,1,1,0,NULL,NULL
96,"Robbie Turner",7,5,1,0,1,2,1,0,NULL,NULL
96,"Robbie Turner",7,6,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,7,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,8,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,9,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,10,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,11,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,12,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,13,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,14,1,0,1,2,1,1,NULL,NULL
96,"Robbie Turner",7,15,1,0,1,2,1,1,NULL,NULL
97,"Acid Betty",8,1,0,1,0,0,0,0,NULL,NULL
97,"Acid Betty",8,2,0,2,0,0,0,0,NULL,NULL
97,"Acid Betty",8,3,0,3,0,0,0,0,NULL,NULL
97,"Acid Betty",8,4,0,3,1,0,0,0,NULL,NULL
97,"Acid Betty",8,5,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,6,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,7,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,8,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,9,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,10,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,11,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,12,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,13,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,14,0,3,1,0,0,1,NULL,NULL
97,"Acid Betty",8,15,0,3,1,0,0,1,NULL,NULL
98,"Naysha Lopez",9,1,0,0,0,0,0,1,NULL,NULL
98,"Naysha Lopez",9,2,0,0,0,0,0,1,NULL,NULL
98,"Naysha Lopez",9,3,0,0,1,0,0,1,NULL,NULL
98,"Naysha Lopez",9,4,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,5,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,6,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,7,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,8,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,9,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,10,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,11,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,12,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,13,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,14,0,0,1,0,0,2,NULL,NULL
98,"Naysha Lopez",9,15,0,0,1,0,0,2,NULL,NULL
99,"Cynthia Lee Fontaine",10,1,0,0,1,0,0,0,NULL,NULL
99,"Cynthia Lee Fontaine",10,2,0,0,2,0,0,0,NULL,NULL
99,"Cynthia Lee Fontaine",10,3,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,4,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,5,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,6,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,7,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,8,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,9,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,10,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,11,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,12,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,13,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,14,0,0,2,0,0,1,NULL,NULL
99,"Cynthia Lee Fontaine",10,15,0,0,2,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,1,0,0,1,0,0,0,NULL,NULL
100,"Dax ExclamationPoint",11,2,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,3,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,4,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,5,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,6,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,7,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,8,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,9,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,10,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,11,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,12,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,13,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,14,0,0,1,0,0,1,NULL,NULL
100,"Dax ExclamationPoint",11,15,0,0,1,0,0,1,NULL,NULL
101,"Laila McQueen",12,1,0,0,0,0,1,0,NULL,NULL
101,"Laila McQueen",12,2,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,3,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,4,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,5,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,6,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,7,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,8,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,9,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,10,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,11,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,12,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,13,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,14,0,0,0,0,1,1,NULL,NULL
101,"Laila McQueen",12,15,0,0,0,0,1,1,NULL,NULL
102,"Sasha Velour",1,1,0,1,0,0,0,0,NULL,NULL
102,"Sasha Velour",1,2,0,1,1,0,0,0,NULL,NULL
102,"Sasha Velour",1,3,0,1,2,0,0,0,NULL,NULL
102,"Sasha Velour",1,4,1,1,2,0,0,0,NULL,NULL
102,"Sasha Velour",1,5,1,1,3,0,0,0,NULL,NULL
102,"Sasha Velour",1,6,1,2,3,0,0,0,NULL,NULL
102,"Sasha Velour",1,7,1,2,3,1,0,0,NULL,NULL
102,"Sasha Velour",1,8,1,3,3,1,0,0,NULL,NULL
102,"Sasha Velour",1,9,2,3,3,1,0,0,NULL,NULL
102,"Sasha Velour",1,10,2,4,3,1,0,0,NULL,NULL
102,"Sasha Velour",1,11,2,5,3,1,0,0,NULL,NULL
102,"Sasha Velour",1,12,2,5,4,1,0,0,NULL,NULL
102,"Sasha Velour",1,13,2,5,4,1,0,0,NULL,NULL
102,"Sasha Velour",1,14,2,5,4,1,0,0,NULL,NULL
102,"Sasha Velour",1,15,2,5,4,1,0,0,NULL,NULL
103,Peppermint,2,1,0,0,1,0,0,0,NULL,NULL
