id_queen,nome,colocacao,episodio,wins,highs,safe,low,bttm,elim,cidade,num_conf
8,"Tammie Brown",8,9,0,0,1,0,0,1,NULL,NULL
8,"Tammie Brown",8,10,0,0,1,0,0,1,NULL,NULL
8,"Tammie Brown",8,11,0,0,1,0,0,1,NULL,NULL
8,"Tammie Brown",8,12,0,0,1,0,0,1,NULL,NULL
8,"Tammie Brown",8,13,0,0,1,0,0,1,NULL,NULL
8,"Tammie Brown",8,14,0,0,1,0,0,1,NULL,NULL
8,"Tammie Brown",8,15,0,0,1,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,1,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,2,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,3,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,4,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,5,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,6,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,7,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,8,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,9,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,10,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,11,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,12,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,13,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,14,0,0,0,0,0,1,NULL,NULL
9,"Victoria "Porkchop"" Parker"",9,15,0,0,0,0,0,1,NULL,NULL
10,"Tyra Sanchez",1,1,0,1,0,0,0,0,NULL,NULL
10,"Tyra Sanchez",1,2,0,2,0,0,0,0,NULL,NULL
10,"Tyra Sanchez",1,3,1,2,0,0,0,0,NULL,NULL
10,"Tyra Sanchez",1,4,1,2,1,0,0,0,NULL,NULL
10,"Tyra Sanchez",1,5,2,2,1,0,0,0,NULL,NULL
10,"Tyra Sanchez",1,6,2,2,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,7,2,3,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,8,2,4,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,9,3,4,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,10,3,4,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,11,3,4,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,12,3,4,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,13,3,4,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,14,3,4,1,1,0,0,NULL,NULL
10,"Tyra Sanchez",1,15,3,4,1,1,0,0,NULL,NULL
11,Raven,2,1,0,0,1,0,0,0,NULL,NULL
11,Raven,2,2,0,0,1,0,1,0,NULL,NULL
11,Raven,2,3,0,0,1,0,2,0,NULL,NULL
11,Raven,2,4,0,0,2,0,2,0,NULL,NULL
11,Raven,2,5,0,1,2,0,2,0,NULL,NULL
11,Raven,2,6,0,2,2,0,2,0,NULL,NULL
11,Raven,2,7,1,2,2,0,2,0,NULL,NULL
11,Raven,2,8,2,2,2,0,2,0,NULL,NULL
11,Raven,2,9,2,3,2,0,2,0,NULL,NULL
11,Raven,2,10,2,3,2,0,2,0,NULL,NULL
11,Raven,2,11,2,3,2,0,2,0,NULL,NULL
11,Raven,2,12,2,3,2,0,2,0,NULL,NULL
11,Raven,2,13,2,3,2,0,2,0,NULL,NULL
11,Raven,2,14,2,3,2,0,2,0,NULL,NULL
11,Raven,2,15,2,3,2,0,2,0,NULL,NULL
12,Jujubee,3,1,0,0,1,0,0,0,NULL,NULL
12,Jujubee,3,2,0,1,1,0,0,0,NULL,NULL
12,Jujubee,3,3,0,1,2,0,0,0,NULL,NULL
12,Jujubee,3,4,0,1,2,1,0,0,NULL,NULL
12,Jujubee,3,5,0,2,2,1,0,0,NULL,NULL
12,Jujubee,3,6,0,2,2,1,1,0,NULL,NULL
12,Jujubee,3,7,0,3,2,1,1,0,NULL,NULL
12,Jujubee,3,8,0,3,2,1,2,0,NULL,NULL
12,Jujubee,3,9,0,3,2,1,3,0,NULL,NULL
12,Jujubee,3,10,0,3,2,1,3,0,NULL,NULL
12,Jujubee,3,11,0,3,2,1,3,0,NULL,NULL
12,Jujubee,3,12,0,3,2,1,3,0,NULL,NULL
12,Jujubee,3,13,0,3,2,1,3,0,NULL,NULL
12,Jujubee,3,14,0,3,2,1,3,0,NULL,NULL
12,Jujubee,3,15,0,3,2,1,3,0,NULL,NULL
13,Tatianna,4,1,0,0,1,0,0,0,NULL,NULL
13,Tatianna,4,2,0,0,2,0,0,0,NULL,NULL
13,Tatianna,4,3,0,0,3,0,0,0,NULL,NULL
13,Tatianna,4,4,1,0,3,0,0,0,NULL,NULL
13,Tatianna,4,5,1,0,3,1,0,0,NULL,NULL
13,Tatianna,4,6,1,0,4,1,0,0,NULL,NULL
13,Tatianna,4,7,1,0,4,1,1,0,NULL,NULL
13,Tatianna,4,8,1,1,4,1,1,0,NULL,NULL
13,Tatianna,4,9,1,1,4,1,1,1,NULL,NULL
13,Tatianna,4,10,1,1,4,1,1,1,NULL,NULL
13,Tatianna,4,11,1,1,4,1,1,1,NULL,NULL
13,Tatianna,4,12,1,1,4,1,1,1,NULL,NULL
13,Tatianna,4,13,1,1,4,1,1,1,NULL,NULL
13,Tatianna,4,14,1,1,4,1,1,1,NULL,NULL
13,Tatianna,4,15,1,1,4,1,1,1,NULL,NULL
14,"Pandora Boxx",5,1,0,1,0,0,0,0,NULL,NULL
14,"Pandora Boxx",5,2,0,1,1,0,0,0,NULL,NULL
14,"Pandora Boxx",5,3,0,2,1,0,0,0,NULL,NULL
14,"Pandora Boxx",5,4,0,3,1,0,0,0,NULL,NULL
14,"Pandora Boxx",5,5,0,3,2,0,0,0,NULL,NULL
14,"Pandora Boxx",5,6,0,4,2,0,0,0,NULL,NULL
14,"Pandora Boxx",5,7,0,4,2,1,0,0,NULL,NULL
14,"Pandora Boxx",5,8,0,4,2,1,0,1,NULL,NULL
14,"Pandora Boxx",5,9,0,4,2,1,0,1,NULL,NULL
14,"Pandora Boxx",5,10,0,4,2,1,0,1,NULL,NULL
14,"Pandora Boxx",5,11,0,4,2,1,0,1,NULL,NULL
14,"Pandora Boxx",5,12,0,4,2,1,0,1,NULL,NULL
14,"Pandora Boxx",5,13,0,4,2,1,0,1,NULL,NULL
14,"Pandora Boxx",5,14,0,4,2,1,0,1,NULL,NULL
14,"Pandora Boxx",5,15,0,4,2,1,0,1,NULL,NULL
15,"Jessica Wild",6,1,0,0,1,0,0,0,NULL,NULL
15,"Jessica Wild",6,2,0,1,1,0,0,0,NULL,NULL
15,"Jessica Wild",6,3,0,2,1,0,0,0,NULL,NULL
15,"Jessica Wild",6,4,0,2,2,0,0,0,NULL,NULL
15,"Jessica Wild",6,5,0,3,2,0,0,0,NULL,NULL
15,"Jessica Wild",6,6,1,3,2,0,0,0,NULL,NULL
15,"Jessica Wild",6,7,1,3,2,0,0,1,NULL,NULL
15,"Jessica Wild",6,8,1,3,2,0,0,1,NULL,NULL
15,"Jessica Wild",6,9,1,3,2,0,0,1,NULL,NULL
15,"Jessica Wild",6,10,1,3,2,0,0,1,NULL,NULL
15,"Jessica Wild",6,11,1,3,2,0,0,1,NULL,NULL
15,"Jessica Wild",6,12,1,3,2,0,0,1,NULL,NULL
15,"Jessica Wild",6,13,1,3,2,0,0,1,NULL,NULL
15,"Jessica Wild",6,14,1,3,2,0,0,1,NULL,NULL
15,"Jessica Wild",6,15,1,3,2,0,0,1,NULL,NULL
16,"Sahara Davenport",7,1,0,0,0,0,1,0,NULL,NULL
16,"Sahara Davenport",7,2,1,0,0,0,1,0,NULL,NULL
16,"Sahara Davenport",7,3,1,0,1,0,1,0,NULL,NULL
16,"Sahara Davenport",7,4,1,0,2,0,1,0,NULL,NULL
16,"Sahara Davenport",7,5,1,0,2,0,2,0,NULL,NULL
16,"Sahara Davenport",7,6,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,7,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,8,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,9,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,10,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,11,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,12,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,13,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,14,1,0,2,0,2,1,NULL,NULL
16,"Sahara Davenport",7,15,1,0,2,0,2,1,NULL,NULL
17,"Morgan McMichaels",8,1,1,0,0,0,0,0,NULL,NULL
17,"Morgan McMichaels",8,2,1,0,1,0,0,0,NULL,NULL
17,"Morgan McMichaels",8,3,1,0,2,0,0,0,NULL,NULL
17,"Morgan McMichaels",8,4,1,0,2,0,1,0,NULL,NULL
17,"Morgan McMichaels",8,5,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,6,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,7,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,8,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,9,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,10,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,11,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,12,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,13,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,14,1,0,2,0,1,1,NULL,NULL
17,"Morgan McMichaels",8,15,1,0,2,0,1,1,NULL,NULL
18,Sonique,9,1,0,0,1,0,0,0,NULL,NULL
18,Sonique,9,2,0,0,1,1,0,0,NULL,NULL
18,Sonique,9,3,0,0,2,1,0,0,NULL,NULL
18,Sonique,9,4,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,5,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,6,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,7,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,8,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,9,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,10,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,11,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,12,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,13,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,14,0,0,2,1,0,1,NULL,NULL
18,Sonique,9,15,0,0,2,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,1,0,0,0,1,0,0,NULL,NULL
19,"Mystique Summers Madison",10,2,0,1,0,1,0,0,NULL,NULL
19,"Mystique Summers Madison",10,3,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,4,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,5,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,6,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,7,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,8,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,9,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,10,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,11,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,12,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,13,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,14,0,1,0,1,0,1,NULL,NULL
19,"Mystique Summers Madison",10,15,0,1,0,1,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,1,0,0,1,0,0,0,NULL,NULL
20,"Nicole Paige Brooks",11,2,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,3,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,4,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,5,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,6,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,7,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,8,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,9,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,10,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,11,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,12,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,13,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,14,0,0,1,0,0,1,NULL,NULL
20,"Nicole Paige Brooks",11,15,0,0,1,0,0,1,NULL,NULL
21,Shangela,12,1,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,2,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,3,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,4,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,5,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,6,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,7,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,8,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,9,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,10,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,11,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,12,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,13,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,14,0,0,0,0,0,1,NULL,NULL
21,Shangela,12,15,0,0,0,0,0,1,NULL,NULL
22,Raja,1,1,1,0,0,0,0,0,NULL,NULL
22,Raja,1,2,1,0,1,0,0,0,NULL,NULL
22,Raja,1,3,1,0,2,0,0,0,NULL,NULL
22,Raja,1,4,1,0,3,0,0,0,NULL,NULL
22,Raja,1,5,1,1,3,0,0,0,NULL,NULL
22,Raja,1,6,2,1,3,0,0,0,NULL,NULL
22,Raja,1,7,2,2,3,0,0,0,NULL,NULL
22,Raja,1,8,2,2,3,1,0,0,NULL,NULL
22,Raja,1,9,3,2,3,1,0,0,NULL,NULL
22,Raja,1,10,3,3,3,1,0,0,NULL,NULL
22,Raja,1,11,3,3,3,1,1,0,NULL,NULL
22,Raja,1,12,3,4,3,1,1,0,NULL,NULL
22,Raja,1,13,3,4,3,1,1,0,NULL,NULL
22,Raja,1,14,3,4,3,1,1,0,NULL,NULL
22,Raja,1,15,3,4,3,1,1,0,NULL,NULL
23,"Manila Luzon",2,1,0,1,0,0,0,0,NULL,NULL
23,"Manila Luzon",2,2,0,1,1,0,0,0,NULL,NULL
23,"Manila Luzon",2,3,0,1,2,0,0,0,NULL,NULL
23,"Manila Luzon",2,4,1,1,2,0,0,0,NULL,NULL
23,"Manila Luzon",2,5,1,1,3,0,0,0,NULL,NULL
23,"Manila Luzon",2,6,1,2,3,0,0,0,NULL,NULL
23,"Manila Luzon",2,7,1,2,3,0,1,0,NULL,NULL
23,"Manila Luzon",2,8,1,2,3,1,1,0,NULL,NULL
23,"Manila Luzon",2,9,1,3,3,1,1,0,NULL,NULL
23,"Manila Luzon",2,10,1,4,3,1,1,0,NULL,NULL
23,"Manila Luzon",2,11,2,4,3,1,1,0,NULL,NULL
23,"Manila Luzon",2,12,3,4,3,1,1,0,NULL,NULL
23,"Manila Luzon",2,13,3,4,3,1,1,0,NULL,NULL
23,"Manila Luzon",2,14,3,4,3,1,1,0,NULL,NULL
23,"Manila Luzon",2,15,3,4,3,1,1,0,NULL,NULL
24,"Alexis Mateo",3,1,0,0,1,0,0,0,NULL,NULL
24,"Alexis Mateo",3,2,1,0,1,0,0,0,NULL,NULL
24,"Alexis Mateo",3,3,2,0,1,0,0,0,NULL,NULL
24,"Alexis Mateo",3,4,2,0,2,0,0,0,NULL,NULL
24,"Alexis Mateo",3,5,2,1,2,0,0,0,NULL,NULL
24,"Alexis Mateo",3,6,2,1,2,0,1,0,NULL,NULL
24,"Alexis Mateo",3,7,2,1,2,1,1,0,NULL,NULL
24,"Alexis Mateo",3,8,3,1,2,1,1,0,NULL,NULL
24,"Alexis Mateo",3,9,3,1,2,2,1,0,NULL,NULL
24,"Alexis Mateo",3,10,3,1,2,2,2,0,NULL,NULL
24,"Alexis Mateo",3,11,3,2,2,2,2,0,NULL,NULL
24,"Alexis Mateo",3,12,3,2,2,2,3,0,NULL,NULL
24,"Alexis Mateo",3,13,3,2,2,2,3,0,NULL,NULL
24,"Alexis Mateo",3,14,3,2,2,2,3,0,NULL,NULL
24,"Alexis Mateo",3,15,3,2,2,2,3,0,NULL,NULL
25,"Yara Sofia",4,1,0,0,1,0,0,0,NULL,NULL
25,"Yara Sofia",4,2,0,1,1,0,0,0,NULL,NULL
25,"Yara Sofia",4,3,0,2,1,0,0,0,NULL,NULL
25,"Yara Sofia",4,4,0,2,2,0,0,0,NULL,NULL
25,"Yara Sofia",4,5,0,2,2,1,0,0,NULL,NULL
25,"Yara Sofia",4,6,0,3,2,1,0,0,NULL,NULL
25,"Yara Sofia",4,7,0,4,2,1,0,0,NULL,NULL
25,"Yara Sofia",4,8,0,4,2,1,1,0,NULL,NULL
25,"Yara Sofia",4,9,0,5,2,1,1,0,NULL,NULL
25,"Yara Sofia",4,10,1,5,2,1,1,0,NULL,NULL
25,"Yara Sofia",4,11,1,5,3,1,1,0,NULL,NULL
25,"Yara Sofia",4,12,1,5,3,1,1,1,NULL,NULL
25,"Yara Sofia",4,13,1,5,3,1,1,1,NULL,NULL
25,"Yara Sofia",4,14,1,5,3,1,1,1,NULL,NULL
25,"Yara Sofia",4,15,1,5,3,1,1,1,NULL,NULL
26,"Carmen Carrera",5,1,0,0,0,1,0,0,NULL,NULL
26,"Carmen Carrera",5,2,0,0,0,2,0,0,NULL,NULL
26,"Carmen Carrera",5,3,0,0,1,2,0,0,NULL,NULL
26,"Carmen Carrera",5,4,0,0,2,2,0,0,NULL,NULL
26,"Carmen Carrera",5,5,0,0,3,2,0,0,NULL,NULL
26,"Carmen Carrera",5,6,0,0,3,3,0,0,NULL,NULL
26,"Carmen Carrera",5,7,0,1,3,3,0,0,NULL,NULL
26,"Carmen Carrera",5,8,0,1,3,3,1,0,NULL,NULL
26,"Carmen Carrera",5,9,0,1,3,3,1,1,NULL,NULL
26,"Carmen Carrera",5,10,0,1,3,3,1,1,NULL,NULL
26,"Carmen Carrera",5,11,0,1,3,3,1,2,NULL,NULL
26,"Carmen Carrera",5,12,0,1,3,3,1,2,NULL,NULL
26,"Carmen Carrera",5,13,0,1,3,3,1,2,NULL,NULL
26,"Carmen Carrera",5,14,0,1,3,3,1,2,NULL,NULL
26,"Carmen Carrera",5,15,0,1,3,3,1,2,NULL,NULL
27,Shangela,6,1,0,0,0,0,1,0,NULL,NULL
27,Shangela,6,2,1,0,0,0,1,0,NULL,NULL
27,Shangela,6,3,1,0,1,0,1,0,NULL,NULL
27,Shangela,6,4,1,1,1,0,1,0,NULL,NULL
27,Shangela,6,5,1,1,2,0,1,0,NULL,NULL
27,Shangela,6,6,1,1,2,1,1,0,NULL,NULL
27,Shangela,6,7,2,1,2,1,1,0,NULL,NULL
27,Shangela,6,8,2,1,3,1,1,0,NULL,NULL
